mesh_term,tfidf_score,name
cell proliferation,0.003218767859260423,Chunhua Weng
cells,0.00965630357778127,Chunhua Weng
"cells, cultured",0.008046919648151058,Chunhua Weng
central nervous system agents,0.003218767859260423,Chunhua Weng
chemical actions and uses,0.014484455366671905,Chunhua Weng
chemical phenomena,0.008046919648151058,Chunhua Weng
chemistry,0.008046919648151058,Chunhua Weng
child,0.00965630357778127,Chunhua Weng
"child, preschool",0.004828151788890635,Chunhua Weng
circulatory and respiratory physiological phenomena,0.004828151788890635,Chunhua Weng
civil rights,0.004828151788890635,Chunhua Weng
clinical coding,0.003218767859260423,Chunhua Weng
clinical laboratory techniques,0.008046919648151058,Chunhua Weng
clinical protocols,0.00965630357778127,Chunhua Weng
clinical studies as topic,0.09012550005929186,Chunhua Weng
clinical trials as topic,0.08529734827040122,Chunhua Weng
cluster analysis,0.00965630357778127,Chunhua Weng
cognition,0.008046919648151058,Chunhua Weng
cohort studies,0.022531375014822965,Chunhua Weng
communication,0.07564104469261995,Chunhua Weng
communications media,0.012875071437041693,Chunhua Weng
community health services,0.003218767859260423,Chunhua Weng
community participation,0.003218767859260423,Chunhua Weng
comparative effectiveness research,0.003218767859260423,Chunhua Weng
comprehension,0.003218767859260423,Chunhua Weng
comprehensive health care,0.004828151788890635,Chunhua Weng
computational biology,0.020921991085192753,Chunhua Weng
computer communication networks,0.011265687507411483,Chunhua Weng
computer simulation,0.004828151788890635,Chunhua Weng
computer systems,0.01770322322593233,Chunhua Weng
computing methodologies,0.16254777689265137,Chunhua Weng
confidentiality,0.003218767859260423,Chunhua Weng
consumer organizations,0.003218767859260423,Chunhua Weng
continuity of patient care,0.003218767859260423,Chunhua Weng
controlled clinical trials as topic,0.016093839296302117,Chunhua Weng
coronaviridae,0.00965630357778127,Chunhua Weng
coronavirus,0.00965630357778127,Chunhua Weng
criminology,0.003218767859260423,Chunhua Weng
data accuracy,0.006437535718520846,Chunhua Weng
data analysis,0.003218767859260423,Chunhua Weng
data collection,0.12070379472226588,Chunhua Weng
data management,0.003218767859260423,Chunhua Weng
data mining,0.022531375014822965,Chunhua Weng
database management systems,0.003218767859260423,Chunhua Weng
databases as topic,0.06276597325557826,Chunhua Weng
"databases, bibliographic",0.012875071437041693,Chunhua Weng
"databases, factual",0.04345336610001572,Chunhua Weng
decision making,0.003218767859260423,Chunhua Weng
"decision support systems, clinical",0.00965630357778127,Chunhua Weng
decision support techniques,0.003218767859260423,Chunhua Weng
delivery of health care,0.032187678592604234,Chunhua Weng
demography,0.016093839296302117,Chunhua Weng
diagnosis,0.03701583038149487,Chunhua Weng
diagnostic services,0.006437535718520846,Chunhua Weng
diagnostic techniques and procedures,0.025750142874083386,Chunhua Weng
diagnostic uses of chemicals,0.004828151788890635,Chunhua Weng
disease outbreaks,0.006437535718520846,Chunhua Weng
disease susceptibility,0.008046919648151058,Chunhua Weng
dna,0.003218767859260423,Chunhua Weng
"dna, intergenic",0.003218767859260423,Chunhua Weng
documentation,0.05632843753705741,Chunhua Weng
ecological and environmental phenomena,0.012875071437041693,Chunhua Weng
economics,0.004828151788890635,Chunhua Weng
education,0.016093839296302117,Chunhua Weng
"education, nonprofessional",0.003218767859260423,Chunhua Weng
educational measurement,0.004828151788890635,Chunhua Weng
efficiency,0.003218767859260423,Chunhua Weng
"efficiency, organizational",0.003218767859260423,Chunhua Weng
electronic health records,0.08851611612966165,Chunhua Weng
eligibility determination,0.03862521431112508,Chunhua Weng
endonucleases,0.003218767859260423,Chunhua Weng
endoribonucleases,0.003218767859260423,Chunhua Weng
engineering,0.004828151788890635,Chunhua Weng
environment,0.012875071437041693,Chunhua Weng
environment and public health,0.22692313407785986,Chunhua Weng
enzymes,0.006437535718520846,Chunhua Weng
enzymes and coenzymes,0.006437535718520846,Chunhua Weng
epidemics,0.006437535718520846,Chunhua Weng
epidemiologic factors,0.01931260715556254,Chunhua Weng
epidemiologic measurements,0.025750142874083386,Chunhua Weng
epidemiologic methods,0.21565744657044836,Chunhua Weng
epidemiologic research design,0.033797062522234446,Chunhua Weng
epidemiologic studies,0.027359526803713598,Chunhua Weng
epidemiologic study characteristics,0.12231317865189609,Chunhua Weng
epidemiology,0.006437535718520846,Chunhua Weng
epithelial cells,0.004828151788890635,Chunhua Weng
ergonomics,0.004828151788890635,Chunhua Weng
esterases,0.003218767859260423,Chunhua Weng
ethnicity,0.003218767859260423,Chunhua Weng
evaluation studies as topic,0.033797062522234446,Chunhua Weng
evidence-based medicine,0.00965630357778127,Chunhua Weng
evidence-based practice,0.00965630357778127,Chunhua Weng
feasibility studies,0.003218767859260423,Chunhua Weng
female,0.04506275002964593,Chunhua Weng
forensic medicine,0.003218767859260423,Chunhua Weng
forensic psychiatry,0.003218767859260423,Chunhua Weng
forensic sciences,0.003218767859260423,Chunhua Weng
forms and records control,0.004828151788890635,Chunhua Weng
gastrointestinal agents,0.003218767859260423,Chunhua Weng
gene components,0.003218767859260423,Chunhua Weng
genes,0.008046919648151058,Chunhua Weng
genetic association studies,0.006437535718520846,Chunhua Weng
genetic phenomena,0.040234598240755294,Chunhua Weng
genetic predisposition to disease,0.008046919648151058,Chunhua Weng
genetic services,0.006437535718520846,Chunhua Weng
genetic structures,0.014484455366671905,Chunhua Weng
genetic techniques,0.01770322322593233,Chunhua Weng
genetic testing,0.006437535718520846,Chunhua Weng
genetic variation,0.00965630357778127,Chunhua Weng
genetics,0.01931260715556254,Chunhua Weng
genome,0.012875071437041693,Chunhua Weng
genome components,0.008046919648151058,Chunhua Weng
"genome, human",0.004828151788890635,Chunhua Weng
genome-wide association study,0.003218767859260423,Chunhua Weng
genomics,0.014484455366671905,Chunhua Weng
genotype,0.011265687507411483,Chunhua Weng
glucose,0.004828151788890635,Chunhua Weng
glycoconjugates,0.003218767859260423,Chunhua Weng
glycoproteins,0.003218767859260423,Chunhua Weng
glycosides,0.003218767859260423,Chunhua Weng
growth,0.00965630357778127,Chunhua Weng
growth and development,0.00965630357778127,Chunhua Weng
health,0.22531375014822963,Chunhua Weng
health care economics and organizations,0.032187678592604234,Chunhua Weng
health care evaluation mechanisms,0.21726683050007858,Chunhua Weng
"health care facilities, manpower, and services",0.03540644645186466,Chunhua Weng
"health care quality, access, and evaluation",0.23175128586675048,Chunhua Weng
health disparate minority and vulnerable populations,0.003218767859260423,Chunhua Weng
health education,0.003218767859260423,Chunhua Weng
health facilities,0.01770322322593233,Chunhua Weng
"health knowledge, attitudes, practice",0.006437535718520846,Chunhua Weng
health personnel,0.004828151788890635,Chunhua Weng
health planning,0.008046919648151058,Chunhua Weng
health services,0.01931260715556254,Chunhua Weng
health services administration,0.24462635730379217,Chunhua Weng
health services research,0.008046919648151058,Chunhua Weng
health status,0.008046919648151058,Chunhua Weng
health surveys,0.004828151788890635,Chunhua Weng
hexoses,0.004828151788890635,Chunhua Weng
hispanic or latino,0.003218767859260423,Chunhua Weng
hospitalization,0.003218767859260423,Chunhua Weng
hospitals,0.004828151788890635,Chunhua Weng
human rights,0.008046919648151058,Chunhua Weng
humanities,0.006437535718520846,Chunhua Weng
hydrolases,0.006437535718520846,Chunhua Weng
immune system phenomena,0.003218767859260423,Chunhua Weng
immunoproteins,0.003218767859260423,Chunhua Weng
infant,0.003218767859260423,Chunhua Weng
informatics,0.21082929478155774,Chunhua Weng
information dissemination,0.004828151788890635,Chunhua Weng
information management,0.12714133044078674,Chunhua Weng
information science,0.2800328037556568,Chunhua Weng
information services,0.061156589325948044,Chunhua Weng
information sources,0.06759412504446889,Chunhua Weng
information storage and retrieval,0.11426625900374503,Chunhua Weng
information systems,0.15450085724450033,Chunhua Weng
informed consent,0.003218767859260423,Chunhua Weng
inorganic chemicals,0.003218767859260423,Chunhua Weng
interdisciplinary communication,0.004828151788890635,Chunhua Weng
internet,0.011265687507411483,Chunhua Weng
intracellular signaling peptides and proteins,0.004828151788890635,Chunhua Weng
journal impact factor,0.003218767859260423,Chunhua Weng
jurisprudence,0.004828151788890635,Chunhua Weng
knowledge,0.003218767859260423,Chunhua Weng
knowledge bases,0.016093839296302117,Chunhua Weng
laboratory chemicals,0.004828151788890635,Chunhua Weng
language,0.04989090181853656,Chunhua Weng
language arts,0.011265687507411483,Chunhua Weng
learning,0.003218767859260423,Chunhua Weng
legislation as topic,0.011265687507411483,Chunhua Weng
linguistics,0.03540644645186466,Chunhua Weng
locomotion,0.003218767859260423,Chunhua Weng
logistic models,0.004828151788890635,Chunhua Weng
machine learning,0.012875071437041693,Chunhua Weng
male,0.04345336610001572,Chunhua Weng
management audit,0.003218767859260423,Chunhua Weng
management information systems,0.004828151788890635,Chunhua Weng
mathematical concepts,0.14484455366671906,Chunhua Weng
mathematics,0.05150028574816677,Chunhua Weng
medical informatics,0.2043917590630369,Chunhua Weng
medical informatics applications,0.1915166876259952,Chunhua Weng
medical informatics computing,0.004828151788890635,Chunhua Weng
medical record linkage,0.003218767859260423,Chunhua Weng
medical records,0.0949536518481825,Chunhua Weng
"medical records systems, computerized",0.09173488398892207,Chunhua Weng
medical subject headings,0.003218767859260423,Chunhua Weng
medlars,0.003218767859260423,Chunhua Weng
medline,0.003218767859260423,Chunhua Weng
mental processes,0.014484455366671905,Chunhua Weng
metabolism,0.003218767859260423,Chunhua Weng
mice,0.006437535718520846,Chunhua Weng
"mice, inbred c57bl",0.003218767859260423,Chunhua Weng
"mice, inbred strains",0.003218767859260423,Chunhua Weng
microarray analysis,0.003218767859260423,Chunhua Weng
microchip analytical procedures,0.003218767859260423,Chunhua Weng
micrornas,0.004828151788890635,Chunhua Weng
middle aged,0.027359526803713598,Chunhua Weng
"models, biological",0.004828151788890635,Chunhua Weng
"models, statistical",0.008046919648151058,Chunhua Weng
"models, theoretical",0.020921991085192753,Chunhua Weng
molecular biology,0.006437535718520846,Chunhua Weng
molecular epidemiology,0.004828151788890635,Chunhua Weng
molecular medicine,0.006437535718520846,Chunhua Weng
molecular probe techniques,0.004828151788890635,Chunhua Weng
molecular probes,0.004828151788890635,Chunhua Weng
molecular sequence data,0.003218767859260423,Chunhua Weng
molecular structure,0.004828151788890635,Chunhua Weng
monosaccharides,0.004828151788890635,Chunhua Weng
movement,0.003218767859260423,Chunhua Weng
multivariate analysis,0.003218767859260423,Chunhua Weng
muridae,0.006437535718520846,Chunhua Weng
murinae,0.006437535718520846,Chunhua Weng
musculoskeletal and neural physiological phenomena,0.004828151788890635,Chunhua Weng
musculoskeletal physiological phenomena,0.004828151788890635,Chunhua Weng
mutation,0.003218767859260423,Chunhua Weng
natural language processing,0.07081289290372932,Chunhua Weng
needs assessment,0.004828151788890635,Chunhua Weng
"neovascularization, physiologic",0.003218767859260423,Chunhua Weng
"neural networks, computer",0.006437535718520846,Chunhua Weng
nidovirales,0.00965630357778127,Chunhua Weng
non-medical public and private facilities,0.006437535718520846,Chunhua Weng
north american people,0.003218767859260423,Chunhua Weng
nucleic acid hybridization,0.003218767859260423,Chunhua Weng
nucleic acid probes,0.004828151788890635,Chunhua Weng
nucleic acids,0.004828151788890635,Chunhua Weng
"nucleic acids, nucleotides, and nucleosides",0.004828151788890635,Chunhua Weng
nutrition surveys,0.004828151788890635,Chunhua Weng
obesity,0.006437535718520846,Chunhua Weng
observational studies as topic,0.003218767859260423,Chunhua Weng
occupational groups,0.01770322322593233,Chunhua Weng
office management,0.004828151788890635,Chunhua Weng
oligonucleotide array sequence analysis,0.003218767859260423,Chunhua Weng
online systems,0.012875071437041693,Chunhua Weng
organization and administration,0.14645393759634925,Chunhua Weng
organizations,0.008046919648151058,Chunhua Weng
"outcome and process assessment, health care",0.008046919648151058,Chunhua Weng
"outcome assessment, health care",0.008046919648151058,Chunhua Weng
overweight,0.006437535718520846,Chunhua Weng
pandemics,0.006437535718520846,Chunhua Weng
patient acceptance of health care,0.003218767859260423,Chunhua Weng
patient care,0.008046919648151058,Chunhua Weng
patient care management,0.0820785804111408,Chunhua Weng
patient care team,0.003218767859260423,Chunhua Weng
patient participation,0.003218767859260423,Chunhua Weng
patient rights,0.004828151788890635,Chunhua Weng
patient selection,0.04989090181853656,Chunhua Weng
patients,0.004828151788890635,Chunhua Weng
"pattern recognition, automated",0.006437535718520846,Chunhua Weng
peer review,0.006437535718520846,Chunhua Weng
"peer review, research",0.004828151788890635,Chunhua Weng
peptides,0.006437535718520846,Chunhua Weng
periodicals as topic,0.003218767859260423,Chunhua Weng
peripheral nervous system agents,0.003218767859260423,Chunhua Weng
pharmacologic actions,0.012875071437041693,Chunhua Weng
pharmacological and toxicological phenomena,0.003218767859260423,Chunhua Weng
phenotype,0.025750142874083386,Chunhua Weng
philosophy,0.003218767859260423,Chunhua Weng
"physical appearance, body",0.006437535718520846,Chunhua Weng
physical examination,0.014484455366671905,Chunhua Weng
physical phenomena,0.004828151788890635,Chunhua Weng
physiological effects of drugs,0.004828151788890635,Chunhua Weng
physiological phenomena,0.024140758944453177,Chunhua Weng
pilot projects,0.004828151788890635,Chunhua Weng
"polymorphism, genetic",0.004828151788890635,Chunhua Weng
"polymorphism, single nucleotide",0.004828151788890635,Chunhua Weng
population characteristics,0.22531375014822963,Chunhua Weng
population groups,0.003218767859260423,Chunhua Weng
"population groups, us",0.003218767859260423,Chunhua Weng
positive-strand rna viruses,0.00965630357778127,Chunhua Weng
practice management,0.004828151788890635,Chunhua Weng
precision medicine,0.006437535718520846,Chunhua Weng
predictive value of tests,0.004828151788890635,Chunhua Weng
pregnancy,0.004828151788890635,Chunhua Weng
preventive health services,0.008046919648151058,Chunhua Weng
primary health care,0.004828151788890635,Chunhua Weng
privacy,0.004828151788890635,Chunhua Weng
probability,0.014484455366671905,Chunhua Weng
"product surveillance, postmarketing",0.003218767859260423,Chunhua Weng
professional competence,0.004828151788890635,Chunhua Weng
professional practice,0.006437535718520846,Chunhua Weng
prognosis,0.008046919648151058,Chunhua Weng
program evaluation,0.003218767859260423,Chunhua Weng
programming languages,0.003218767859260423,Chunhua Weng
prospective studies,0.004828151788890635,Chunhua Weng
proteins,0.012875071437041693,Chunhua Weng
psychological phenomena,0.020921991085192753,Chunhua Weng
"psychology, applied",0.011265687507411483,Chunhua Weng
"psychology, educational",0.003218767859260423,Chunhua Weng
"psychology, industrial",0.004828151788890635,Chunhua Weng
public health,0.22531375014822963,Chunhua Weng
public health practice,0.003218767859260423,Chunhua Weng
publications,0.012875071437041693,Chunhua Weng
publishing,0.00965630357778127,Chunhua Weng
pubmed,0.012875071437041693,Chunhua Weng
"quality assurance, health care",0.006437535718520846,Chunhua Weng
quality control,0.003218767859260423,Chunhua Weng
quality of health care,0.2220949822889692,Chunhua Weng
randomized controlled trials as topic,0.016093839296302117,Chunhua Weng
records,0.10139118756670333,Chunhua Weng
registries,0.00965630357778127,Chunhua Weng
regression analysis,0.006437535718520846,Chunhua Weng
reproducibility of results,0.01770322322593233,Chunhua Weng
reproduction,0.004828151788890635,Chunhua Weng
reproductive and urinary physiological phenomena,0.004828151788890635,Chunhua Weng
reproductive physiological phenomena,0.004828151788890635,Chunhua Weng
research design,0.06759412504446889,Chunhua Weng
research personnel,0.011265687507411483,Chunhua Weng
retrospective studies,0.016093839296302117,Chunhua Weng
"ribonuclease, pancreatic",0.003218767859260423,Chunhua Weng
ribonucleases,0.003218767859260423,Chunhua Weng
risk,0.014484455366671905,Chunhua Weng
risk factors,0.00965630357778127,Chunhua Weng
rna,0.004828151788890635,Chunhua Weng
rna viruses,0.00965630357778127,Chunhua Weng
"rna, antisense",0.004828151788890635,Chunhua Weng
"rna, messenger",0.003218767859260423,Chunhua Weng
"rna, small untranslated",0.004828151788890635,Chunhua Weng
"rna, untranslated",0.004828151788890635,Chunhua Weng
roc curve,0.003218767859260423,Chunhua Weng
rodentia,0.006437535718520846,Chunhua Weng
sars-cov-2,0.00965630357778127,Chunhua Weng
scholarly communication,0.00965630357778127,Chunhua Weng
schools,0.006437535718520846,Chunhua Weng
search engine,0.006437535718520846,Chunhua Weng
semantics,0.025750142874083386,Chunhua Weng
sensitivity and specificity,0.00965630357778127,Chunhua Weng
sequence analysis,0.004828151788890635,Chunhua Weng
serial publications,0.003218767859260423,Chunhua Weng
severe acute respiratory syndrome-related coronavirus,0.00965630357778127,Chunhua Weng
"social control, formal",0.022531375014822965,Chunhua Weng
social networking,0.011265687507411483,Chunhua Weng
social sciences,0.04989090181853656,Chunhua Weng
sociological factors,0.003218767859260423,Chunhua Weng
sociology,0.027359526803713598,Chunhua Weng
software,0.040234598240755294,Chunhua Weng
software design,0.004828151788890635,Chunhua Weng
specialty uses of chemicals,0.006437535718520846,Chunhua Weng
statistics as topic,0.048281517888906354,Chunhua Weng
subject headings,0.003218767859260423,Chunhua Weng
sugars,0.004828151788890635,Chunhua Weng
"surgical procedures, operative",0.004828151788890635,Chunhua Weng
surveys and questionnaires,0.016093839296302117,Chunhua Weng
systematized nomenclature of medicine,0.012875071437041693,Chunhua Weng
systems analysis,0.006437535718520846,Chunhua Weng
technology,0.006437535718520846,Chunhua Weng
"technology, industry, and agriculture",0.011265687507411483,Chunhua Weng
terminology as topic,0.012875071437041693,Chunhua Weng
therapeutic uses,0.006437535718520846,Chunhua Weng
therapeutics,0.032187678592604234,Chunhua Weng
thinking,0.003218767859260423,Chunhua Weng
time,0.004828151788890635,Chunhua Weng
"translational research, biomedical",0.012875071437041693,Chunhua Weng
treatment adherence and compliance,0.003218767859260423,Chunhua Weng
treatment outcome,0.004828151788890635,Chunhua Weng
"tumor cells, cultured",0.004828151788890635,Chunhua Weng
unified medical language system,0.01931260715556254,Chunhua Weng
universities,0.004828151788890635,Chunhua Weng
unsupervised machine learning,0.003218767859260423,Chunhua Weng
untranslated regions,0.003218767859260423,Chunhua Weng
user-computer interface,0.01770322322593233,Chunhua Weng
viruses,0.00965630357778127,Chunhua Weng
vital statistics,0.003218767859260423,Chunhua Weng
"vocabulary, controlled",0.04667213395927614,Chunhua Weng
wearable electronic devices,0.003218767859260423,Chunhua Weng
web browser,0.003218767859260423,Chunhua Weng
workflow,0.004828151788890635,Chunhua Weng
writing,0.00965630357778127,Chunhua Weng
young adult,0.01770322322593233,Chunhua Weng
