Person ID,First Name,Last Name,Num Publications,MeSH Term,PMID
1,Chunhua,Weng,195,Dermatology,37716649
1,Chunhua,Weng,195,Skin Diseases,37716649
1,Chunhua,Weng,195,Skin,37716649
1,Chunhua,Weng,195,"Pathology, Molecular",37716649
1,Chunhua,Weng,195,PubMed,37615994
1,Chunhua,Weng,195,Systematized Nomenclature of Medicine,37615994
1,Chunhua,Weng,195,Unified Medical Language System,37615994
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,37615994
1,Chunhua,Weng,195,Evidence-Based Medicine,37221382
1,Chunhua,Weng,195,Medical Writing,37221382
1,Chunhua,Weng,195,Artificial Intelligence,37221382
1,Chunhua,Weng,195,Humans,37203669
1,Chunhua,Weng,195,Health Facilities,37203669
1,Chunhua,Weng,195,Organizations,37203669
1,Chunhua,Weng,195,Software,37203581
1,Chunhua,Weng,195,Artificial Intelligence,37203581
1,Chunhua,Weng,195,Humans,37141977
1,Chunhua,Weng,195,Patient Selection,37141977
1,Chunhua,Weng,195,Research Design,37141977
1,Chunhua,Weng,195,Algorithms,37141977
1,Chunhua,Weng,195,Eligibility Determination,37141977
1,Chunhua,Weng,195,Research Personnel,37141977
1,Chunhua,Weng,195,Humans,36921288
1,Chunhua,Weng,195,Comprehension,36921288
1,Chunhua,Weng,195,COVID-19,36921288
1,Chunhua,Weng,195,Natural Language Processing,36921288
1,Chunhua,Weng,195,PubMed,36921288
1,Chunhua,Weng,195,Electronic Health Records,36737471
1,Chunhua,Weng,195,Natural Language Processing,36737471
1,Chunhua,Weng,195,Genomics,36737471
1,Chunhua,Weng,195,Algorithms,36737471
1,Chunhua,Weng,195,Phenotype,36737471
1,Chunhua,Weng,195,Humans,36638583
1,Chunhua,Weng,195,Female,36638583
1,Chunhua,Weng,195,Young Adult,36638583
1,Chunhua,Weng,195,Adult,36638583
1,Chunhua,Weng,195,Middle Aged,36638583
1,Chunhua,Weng,195,User-Computer Interface,36638583
1,Chunhua,Weng,195,Natural Language Processing,36638583
1,Chunhua,Weng,195,Computers,36638583
1,Chunhua,Weng,195,Electronic Health Records,36638583
1,Chunhua,Weng,195,Records,36638583
1,Chunhua,Weng,195,Medical Subject Headings,36283581
1,Chunhua,Weng,195,Systematized Nomenclature of Medicine,36283581
1,Chunhua,Weng,195,Data Visualization,36283581
1,Chunhua,Weng,195,Humans,36257483
1,Chunhua,Weng,195,Deep Learning,36257483
1,Chunhua,Weng,195,Rare Diseases,36257483
1,Chunhua,Weng,195,Quality of Life,36257483
1,Chunhua,Weng,195,"Neural Networks, Computer",36257483
1,Chunhua,Weng,195,Nervous System Diseases,36257483
1,Chunhua,Weng,195,Humans,36255273
1,Chunhua,Weng,195,Female,36255273
1,Chunhua,Weng,195,Middle Aged,36255273
1,Chunhua,Weng,195,Aged,36255273
1,Chunhua,Weng,195,Male,36255273
1,Chunhua,Weng,195,COVID-19,36255273
1,Chunhua,Weng,195,SARS-CoV-2,36255273
1,Chunhua,Weng,195,Electronic Health Records,36255273
1,Chunhua,Weng,195,Hospitalization,36255273
1,Chunhua,Weng,195,Cardiovascular Diseases,36255273
1,Chunhua,Weng,195,Clinical Trials as Topic,36068551
1,Chunhua,Weng,195,Eligibility Determination,36068551
1,Chunhua,Weng,195,Humans,36068551
1,Chunhua,Weng,195,Information Storage and Retrieval,36068551
1,Chunhua,Weng,195,Language,36068551
1,Chunhua,Weng,195,Medicine,36068551
1,Chunhua,Weng,195,Names,36068551
1,Chunhua,Weng,195,Natural Language Processing,36068551
1,Chunhua,Weng,195,Electronic Health Records,35998640
1,Chunhua,Weng,195,Humans,35998640
1,Chunhua,Weng,195,Natural Language Processing,35998640
1,Chunhua,Weng,195,Phenotype,35998640
1,Chunhua,Weng,195,Rare Diseases,35998640
1,Chunhua,Weng,195,Cardiovascular Diseases,35701404
1,Chunhua,Weng,195,Genetic Pleiotropy,35701404
1,Chunhua,Weng,195,Genetic Predisposition to Disease,35701404
1,Chunhua,Weng,195,Genome-Wide Association Study,35701404
1,Chunhua,Weng,195,Genomics,35701404
1,Chunhua,Weng,195,Humans,35701404
1,Chunhua,Weng,195,Nervous System Diseases,35701404
1,Chunhua,Weng,195,"Polymorphism, Single Nucleotide",35701404
1,Chunhua,Weng,195,Natural Language Processing,35673202
1,Chunhua,Weng,195,"Neural Networks, Computer",35673202
1,Chunhua,Weng,195,COVID-19,35673090
1,Chunhua,Weng,195,Humans,35673090
1,Chunhua,Weng,195,Machine Learning,35673090
1,Chunhua,Weng,195,Natural Language Processing,35673090
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,35673090
1,Chunhua,Weng,195,Sample Size,35673090
1,Chunhua,Weng,195,Humans,35673085
1,Chunhua,Weng,195,Information Storage and Retrieval,35673085
1,Chunhua,Weng,195,Natural Language Processing,35673085
1,Chunhua,Weng,195,Benchmarking,35673024
1,Chunhua,Weng,195,COVID-19,35673024
1,Chunhua,Weng,195,Data Collection,35673024
1,Chunhua,Weng,195,Humans,35673024
1,Chunhua,Weng,195,Search Engine,35673024
1,Chunhua,Weng,195,Semantics,35673024
1,Chunhua,Weng,195,Artificial Intelligence,35673021
1,Chunhua,Weng,195,"Databases, Factual",35673021
1,Chunhua,Weng,195,Eligibility Determination,35673021
1,Chunhua,Weng,195,Humans,35673021
1,Chunhua,Weng,195,Intelligence,35673021
1,Chunhua,Weng,195,Natural Language Processing,35673021
1,Chunhua,Weng,195,"Databases, Factual",35672961
1,Chunhua,Weng,195,Humans,35672961
1,Chunhua,Weng,195,Information Storage and Retrieval,35672961
1,Chunhua,Weng,195,Logical Observation Identifiers Names and Codes,35672961
1,Chunhua,Weng,195,Systematized Nomenclature of Medicine,35672961
1,Chunhua,Weng,195,COVID-19,35612103
1,Chunhua,Weng,195,Humans,35612103
1,Chunhua,Weng,195,Natural Language Processing,35612103
1,Chunhua,Weng,195,Semantics,35612103
1,Chunhua,Weng,195,2019-nCoV Vaccine mRNA-1273,35486806
1,Chunhua,Weng,195,Adult,35486806
1,Chunhua,Weng,195,BNT162 Vaccine,35486806
1,Chunhua,Weng,195,COVID-19,35486806
1,Chunhua,Weng,195,Female,35486806
1,Chunhua,Weng,195,Humans,35486806
1,Chunhua,Weng,195,Male,35486806
1,Chunhua,Weng,195,New York City,35486806
1,Chunhua,Weng,195,Retrospective Studies,35486806
1,Chunhua,Weng,195,Risk Factors,35486806
1,Chunhua,Weng,195,Artificial Intelligence,35426943
1,Chunhua,Weng,195,COVID-19,35426943
1,Chunhua,Weng,195,Eligibility Determination,35426943
1,Chunhua,Weng,195,Humans,35426943
1,Chunhua,Weng,195,Natural Language Processing,35426943
1,Chunhua,Weng,195,Patient Selection,35426943
1,Chunhua,Weng,195,Aged,35308911
1,Chunhua,Weng,195,Alzheimer Disease,35308911
1,Chunhua,Weng,195,Cognition,35308911
1,Chunhua,Weng,195,Cognitive Dysfunction,35308911
1,Chunhua,Weng,195,Electronic Health Records,35308911
1,Chunhua,Weng,195,Humans,35308911
1,Chunhua,Weng,195,Neuropsychological Tests,35308911
1,Chunhua,Weng,195,Pilot Projects,35308911
1,Chunhua,Weng,195,Electronic Health Records,35189334
1,Chunhua,Weng,195,Eligibility Determination,35189334
1,Chunhua,Weng,195,HIV Infections,35189334
1,Chunhua,Weng,195,Humans,35189334
1,Chunhua,Weng,195,Patient Selection,35189334
1,Chunhua,Weng,195,Prospective Studies,35189334
1,Chunhua,Weng,195,Data Accuracy,34941540
1,Chunhua,Weng,195,Electronic Health Records,34941540
1,Chunhua,Weng,195,Humans,34941540
1,Chunhua,Weng,195,Research Design,34941540
1,Chunhua,Weng,195,Surveys and Questionnaires,34941540
1,Chunhua,Weng,195,Wearable Electronic Devices,34941540
1,Chunhua,Weng,195,Checklist,34725689
1,Chunhua,Weng,195,Data Management,34725689
1,Chunhua,Weng,195,Eligibility Determination,34725689
1,Chunhua,Weng,195,Humans,34725689
1,Chunhua,Weng,195,Natural Language Processing,34725689
1,Chunhua,Weng,195,Research Design,34725689
1,Chunhua,Weng,195,Cardiovascular Diseases,34624661
1,Chunhua,Weng,195,Diabetes Mellitus,34624661
1,Chunhua,Weng,195,Electronic Health Records,34624661
1,Chunhua,Weng,195,Humans,34624661
1,Chunhua,Weng,195,Hypertension,34624661
1,Chunhua,Weng,195,Myocardial Infarction,34624661
1,Chunhua,Weng,195,Risk Factors,34624661
1,Chunhua,Weng,195,COVID-19,34543225
1,Chunhua,Weng,195,"Databases, Factual",34543225
1,Chunhua,Weng,195,Humans,34543225
1,Chunhua,Weng,195,"Influenza, Human",34543225
1,Chunhua,Weng,195,Pandemics,34543225
1,Chunhua,Weng,195,SARS-CoV-2,34543225
1,Chunhua,Weng,195,COVID-19,34496418
1,Chunhua,Weng,195,"Diabetes Mellitus, Type 2",34496418
1,Chunhua,Weng,195,Electronic Health Records,34496418
1,Chunhua,Weng,195,Humans,34496418
1,Chunhua,Weng,195,Patient Selection,34496418
1,Chunhua,Weng,195,SARS-CoV-2,34496418
1,Chunhua,Weng,195,United States,34496418
1,Chunhua,Weng,195,Humans,34457154
1,Chunhua,Weng,195,Natural Language Processing,34457154
1,Chunhua,Weng,195,COVID-19,34457152
1,Chunhua,Weng,195,Humans,34457152
1,Chunhua,Weng,195,"Neural Networks, Computer",34457152
1,Chunhua,Weng,195,Pandemics,34457152
1,Chunhua,Weng,195,ROC Curve,34457152
1,Chunhua,Weng,195,Retrospective Studies,34457152
1,Chunhua,Weng,195,SARS-CoV-2,34457152
1,Chunhua,Weng,195,Humans,34389867
1,Chunhua,Weng,195,Pharmaceutical Preparations,34389867
1,Chunhua,Weng,195,COVID-19,34352105
1,Chunhua,Weng,195,Clinical Trials as Topic,34352105
1,Chunhua,Weng,195,Humans,34352105
1,Chunhua,Weng,195,Pandemics,34352105
1,Chunhua,Weng,195,SARS-CoV-2,34352105
1,Chunhua,Weng,195,Treatment Outcome,34352105
1,Chunhua,Weng,195,United States,34352105
1,Chunhua,Weng,195,Algorithms,34347061
1,Chunhua,Weng,195,Black People,34347061
1,Chunhua,Weng,195,Breast Neoplasms,34347061
1,Chunhua,Weng,195,Electronic Health Records,34347061
1,Chunhua,Weng,195,Female,34347061
1,Chunhua,Weng,195,Gene Frequency,34347061
1,Chunhua,Weng,195,Genetic Predisposition to Disease,34347061
1,Chunhua,Weng,195,Genomics,34347061
1,Chunhua,Weng,195,Hispanic or Latino,34347061
1,Chunhua,Weng,195,Humans,34347061
1,Chunhua,Weng,195,Information Storage and Retrieval,34347061
1,Chunhua,Weng,195,Linkage Disequilibrium,34347061
1,Chunhua,Weng,195,Logistic Models,34347061
1,Chunhua,Weng,195,Middle Aged,34347061
1,Chunhua,Weng,195,Odds Ratio,34347061
1,Chunhua,Weng,195,Phenotype,34347061
1,Chunhua,Weng,195,Risk Factors,34347061
1,Chunhua,Weng,195,White People,34347061
1,Chunhua,Weng,195,Evidence-Based Medicine,34302957
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,34302957
1,Chunhua,Weng,195,Research Design,34302957
1,Chunhua,Weng,195,Data Accuracy,34044156
1,Chunhua,Weng,195,Electronic Health Records,34044156
1,Chunhua,Weng,195,Humans,34044156
1,Chunhua,Weng,195,"Databases, Factual",34042820
1,Chunhua,Weng,195,Eligibility Determination,34042820
1,Chunhua,Weng,195,Humans,34042820
1,Chunhua,Weng,195,Natural Language Processing,34042820
1,Chunhua,Weng,195,Research Personnel,34042820
1,Chunhua,Weng,195,Algorithms,34042723
1,Chunhua,Weng,195,Electronic Health Records,34042723
1,Chunhua,Weng,195,Electronics,34042723
1,Chunhua,Weng,195,Phenotype,34042723
1,Chunhua,Weng,195,Computational Biology,34034817
1,Chunhua,Weng,195,"Databases, Factual",34034817
1,Chunhua,Weng,195,Disease Susceptibility,34034817
1,Chunhua,Weng,195,Genetic Association Studies,34034817
1,Chunhua,Weng,195,Genetic Predisposition to Disease,34034817
1,Chunhua,Weng,195,Humans,34034817
1,Chunhua,Weng,195,Phenotype,34034817
1,Chunhua,Weng,195,Web Browser,34034817
1,Chunhua,Weng,195,Workflow,34034817
1,Chunhua,Weng,195,Artificial Intelligence,33956981
1,Chunhua,Weng,195,COVID-19,33956981
1,Chunhua,Weng,195,Clinical Trials as Topic,33956981
1,Chunhua,Weng,195,Computer Simulation,33956981
1,Chunhua,Weng,195,Data Mining,33956981
1,Chunhua,Weng,195,Humans,33956981
1,Chunhua,Weng,195,Information Storage and Retrieval,33956981
1,Chunhua,Weng,195,"Models, Neurological",33956981
1,Chunhua,Weng,195,Natural Language Processing,33956981
1,Chunhua,Weng,195,Software,33956981
1,Chunhua,Weng,195,Adult,33941608
1,Chunhua,Weng,195,Aged,33941608
1,Chunhua,Weng,195,Alleles,33941608
1,Chunhua,Weng,195,Complement Activation,33941608
1,Chunhua,Weng,195,Complement C3,33941608
1,Chunhua,Weng,195,Complement C4,33941608
1,Chunhua,Weng,195,"Databases, Genetic",33941608
1,Chunhua,Weng,195,Epidemiologic Studies,33941608
1,Chunhua,Weng,195,Female,33941608
1,Chunhua,Weng,195,Gene Dosage,33941608
1,Chunhua,Weng,195,Genetic Loci,33941608
1,Chunhua,Weng,195,Genetic Variation,33941608
1,Chunhua,Weng,195,Genome-Wide Association Study,33941608
1,Chunhua,Weng,195,Humans,33941608
1,Chunhua,Weng,195,Male,33941608
1,Chunhua,Weng,195,Medical Record Linkage,33941608
1,Chunhua,Weng,195,Medical Records,33941608
1,Chunhua,Weng,195,Middle Aged,33941608
1,Chunhua,Weng,195,Young Adult,33941608
1,Chunhua,Weng,195,Algorithms,33936400
1,Chunhua,Weng,195,Ambulatory Care Facilities,33936400
1,Chunhua,Weng,195,Appointments and Schedules,33936400
1,Chunhua,Weng,195,Clinical Trials as Topic,33936400
1,Chunhua,Weng,195,Delivery of Health Care,33936400
1,Chunhua,Weng,195,"Efficiency, Organizational",33936400
1,Chunhua,Weng,195,Health Care Costs,33936400
1,Chunhua,Weng,195,Hospitals,33936400
1,Chunhua,Weng,195,Humans,33936400
1,Chunhua,Weng,195,Male,33936400
1,Chunhua,Weng,195,New York,33936400
1,Chunhua,Weng,195,Outpatients,33936400
1,Chunhua,Weng,195,COVID-19,33887457
1,Chunhua,Weng,195,Clinical Trials as Topic,33887457
1,Chunhua,Weng,195,Computer Simulation,33887457
1,Chunhua,Weng,195,Eligibility Determination,33887457
1,Chunhua,Weng,195,Humans,33887457
1,Chunhua,Weng,195,Machine Learning,33887457
1,Chunhua,Weng,195,Pandemics,33887457
1,Chunhua,Weng,195,Adolescent,33882585
1,Chunhua,Weng,195,Antiemetics,33882585
1,Chunhua,Weng,195,Antineoplastic Agents,33882585
1,Chunhua,Weng,195,Child,33882585
1,Chunhua,Weng,195,Data Accuracy,33882585
1,Chunhua,Weng,195,Documentation,33882585
1,Chunhua,Weng,195,Humans,33882585
1,Chunhua,Weng,195,Nausea,33882585
1,Chunhua,Weng,195,Neoplasms,33882585
1,Chunhua,Weng,195,Prospective Studies,33882585
1,Chunhua,Weng,195,Vomiting,33882585
1,Chunhua,Weng,195,Young Adult,33882585
1,Chunhua,Weng,195,Artificial Intelligence,33828278
1,Chunhua,Weng,195,Humans,33828278
1,Chunhua,Weng,195,Medical Oncology,33828278
1,Chunhua,Weng,195,Neoplasms,33828278
1,Chunhua,Weng,195,Patient Selection,33828278
1,Chunhua,Weng,195,Adolescent,33825838
1,Chunhua,Weng,195,Adult,33825838
1,Chunhua,Weng,195,Aged,33825838
1,Chunhua,Weng,195,Case-Control Studies,33825838
1,Chunhua,Weng,195,Clinical Trials as Topic,33825838
1,Chunhua,Weng,195,Cross-Sectional Studies,33825838
1,Chunhua,Weng,195,"Databases, Factual",33825838
1,Chunhua,Weng,195,Electronic Health Records,33825838
1,Chunhua,Weng,195,Female,33825838
1,Chunhua,Weng,195,Humans,33825838
1,Chunhua,Weng,195,Male,33825838
1,Chunhua,Weng,195,Middle Aged,33825838
1,Chunhua,Weng,195,Patient Participation,33825838
1,Chunhua,Weng,195,Young Adult,33825838
1,Chunhua,Weng,195,Algorithms,33813032
1,Chunhua,Weng,195,Clinical Trials as Topic,33813032
1,Chunhua,Weng,195,"Databases, Factual",33813032
1,Chunhua,Weng,195,Electronic Health Records,33813032
1,Chunhua,Weng,195,Humans,33813032
1,Chunhua,Weng,195,Knowledge Bases,33813032
1,Chunhua,Weng,195,Natural Language Processing,33813032
1,Chunhua,Weng,195,Fitness Trackers,33739294
1,Chunhua,Weng,195,Humans,33739294
1,Chunhua,Weng,195,Reproducibility of Results,33739294
1,Chunhua,Weng,195,Wearable Electronic Devices,33739294
1,Chunhua,Weng,195,Electronic Health Records,33610881
1,Chunhua,Weng,195,Humans,33610881
1,Chunhua,Weng,195,Prospective Studies,33610881
1,Chunhua,Weng,195,Animals,33589596
1,Chunhua,Weng,195,Caspase 3,33589596
1,Chunhua,Weng,195,Cell Line,33589596
1,Chunhua,Weng,195,"Cell Line, Tumor",33589596
1,Chunhua,Weng,195,Cisplatin,33589596
1,Chunhua,Weng,195,Doxorubicin,33589596
1,Chunhua,Weng,195,Epithelial Cells,33589596
1,Chunhua,Weng,195,Humans,33589596
1,Chunhua,Weng,195,Kidney Diseases,33589596
1,Chunhua,Weng,195,Kidney Tubules,33589596
1,Chunhua,Weng,195,Male,33589596
1,Chunhua,Weng,195,Mice,33589596
1,Chunhua,Weng,195,"Mice, Inbred C57BL",33589596
1,Chunhua,Weng,195,Pyroptosis,33589596
1,Chunhua,Weng,195,Random Allocation,33589596
1,Chunhua,Weng,195,"Receptors, Estrogen",33589596
1,Chunhua,Weng,195,Adult,33368851
1,Chunhua,Weng,195,Female,33368851
1,Chunhua,Weng,195,Genetic Testing,33368851
1,Chunhua,Weng,195,"Health Knowledge, Attitudes, Practice",33368851
1,Chunhua,Weng,195,Health Literacy,33368851
1,Chunhua,Weng,195,Humans,33368851
1,Chunhua,Weng,195,Informed Consent,33368851
1,Chunhua,Weng,195,Male,33368851
1,Chunhua,Weng,195,Mass Screening,33368851
1,Chunhua,Weng,195,Surveys and Questionnaires,33368851
1,Chunhua,Weng,195,Biomedical Research,33367705
1,Chunhua,Weng,195,Data Management,33367705
1,Chunhua,Weng,195,Information Storage and Retrieval,33367705
1,Chunhua,Weng,195,Natural Language Processing,33367705
1,Chunhua,Weng,195,Unified Medical Language System,33367705
1,Chunhua,Weng,195,Adolescent,33260201
1,Chunhua,Weng,195,Adult,33260201
1,Chunhua,Weng,195,"Aged, 80 and over",33260201
1,Chunhua,Weng,195,COVID-19,33260201
1,Chunhua,Weng,195,Clinical Trials as Topic,33260201
1,Chunhua,Weng,195,Electronic Health Records,33260201
1,Chunhua,Weng,195,Eligibility Determination,33260201
1,Chunhua,Weng,195,Female,33260201
1,Chunhua,Weng,195,Hospital Mortality,33260201
1,Chunhua,Weng,195,Humans,33260201
1,Chunhua,Weng,195,Male,33260201
1,Chunhua,Weng,195,Middle Aged,33260201
1,Chunhua,Weng,195,Oxygen,33260201
1,Chunhua,Weng,195,Patient Selection,33260201
1,Chunhua,Weng,195,Pregnancy,33260201
1,Chunhua,Weng,195,Research Design,33260201
1,Chunhua,Weng,195,"Respiration, Artificial",33260201
1,Chunhua,Weng,195,SARS-CoV-2,33260201
1,Chunhua,Weng,195,Tracheostomy,33260201
1,Chunhua,Weng,195,Treatment Outcome,33260201
1,Chunhua,Weng,195,Young Adult,33260201
1,Chunhua,Weng,195,Abstracting and Indexing,33216120
1,Chunhua,Weng,195,Adult,33216120
1,Chunhua,Weng,195,Aged,33216120
1,Chunhua,Weng,195,"Aged, 80 and over",33216120
1,Chunhua,Weng,195,COVID-19,33216120
1,Chunhua,Weng,195,"Child, Preschool",33216120
1,Chunhua,Weng,195,Clinical Trials as Topic,33216120
1,Chunhua,Weng,195,Eligibility Determination,33216120
1,Chunhua,Weng,195,Female,33216120
1,Chunhua,Weng,195,Humans,33216120
1,Chunhua,Weng,195,Information Storage and Retrieval,33216120
1,Chunhua,Weng,195,Male,33216120
1,Chunhua,Weng,195,Middle Aged,33216120
1,Chunhua,Weng,195,Patient Selection,33216120
1,Chunhua,Weng,195,Clinical Trials as Topic,33164065
1,Chunhua,Weng,195,Databases as Topic,33164065
1,Chunhua,Weng,195,Electronic Health Records,33164065
1,Chunhua,Weng,195,Humans,33164065
1,Chunhua,Weng,195,Registries,33164065
1,Chunhua,Weng,195,Research Design,33164065
1,Chunhua,Weng,195,United States,33164065
1,Chunhua,Weng,195,"Clinical Trials, Phase IV as Topic",32855408
1,Chunhua,Weng,195,Humans,32855408
1,Chunhua,Weng,195,Computational Biology,32719840
1,Chunhua,Weng,195,Linguistics,32719840
1,Chunhua,Weng,195,Natural Language Processing,32719840
1,Chunhua,Weng,195,Terminology as Topic,32719840
1,Chunhua,Weng,195,Antineoplastic Agents,32570385
1,Chunhua,Weng,195,Clinical Trials as Topic,32570385
1,Chunhua,Weng,195,"Databases, Factual",32570385
1,Chunhua,Weng,195,Humans,32570385
1,Chunhua,Weng,195,Neoplasms,32570385
1,Chunhua,Weng,195,Algorithms,32388157
1,Chunhua,Weng,195,Blood Glucose,32388157
1,Chunhua,Weng,195,Diabetes Mellitus,32388157
1,Chunhua,Weng,195,Diet,32388157
1,Chunhua,Weng,195,Expert Systems,32388157
1,Chunhua,Weng,195,"Health Knowledge, Attitudes, Practice",32388157
1,Chunhua,Weng,195,Humans,32388157
1,Chunhua,Weng,195,Nutritional Status,32388157
1,Chunhua,Weng,195,Nutritionists,32388157
1,Chunhua,Weng,195,Patient Care Team,32388157
1,Chunhua,Weng,195,Pilot Projects,32388157
1,Chunhua,Weng,195,Self-Management,32388157
1,Chunhua,Weng,195,Adult,32308889
1,Chunhua,Weng,195,"Education, Distance",32308889
1,Chunhua,Weng,195,Female,32308889
1,Chunhua,Weng,195,Genomics,32308889
1,Chunhua,Weng,195,Humans,32308889
1,Chunhua,Weng,195,Internet,32308889
1,Chunhua,Weng,195,Male,32308889
1,Chunhua,Weng,195,Middle Aged,32308889
1,Chunhua,Weng,195,Patient Education as Topic,32308889
1,Chunhua,Weng,195,Regression Analysis,32308889
1,Chunhua,Weng,195,Socioeconomic Factors,32308889
1,Chunhua,Weng,195,Video Recording,32308889
1,Chunhua,Weng,195,Adolescent,31974769
1,Chunhua,Weng,195,Adult,31974769
1,Chunhua,Weng,195,Age Factors,31974769
1,Chunhua,Weng,195,Antiemetics,31974769
1,Chunhua,Weng,195,Antineoplastic Agents,31974769
1,Chunhua,Weng,195,Child,31974769
1,Chunhua,Weng,195,Cohort Studies,31974769
1,Chunhua,Weng,195,Electronic Health Records,31974769
1,Chunhua,Weng,195,Female,31974769
1,Chunhua,Weng,195,Guideline Adherence,31974769
1,Chunhua,Weng,195,Humans,31974769
1,Chunhua,Weng,195,Induction Chemotherapy,31974769
1,Chunhua,Weng,195,Logistic Models,31974769
1,Chunhua,Weng,195,Male,31974769
1,Chunhua,Weng,195,Multivariate Analysis,31974769
1,Chunhua,Weng,195,Nausea,31974769
1,Chunhua,Weng,195,Neoplasms,31974769
1,Chunhua,Weng,195,Retrospective Studies,31974769
1,Chunhua,Weng,195,Vomiting,31974769
1,Chunhua,Weng,195,Young Adult,31974769
1,Chunhua,Weng,195,Bibliometrics,31889182
1,Chunhua,Weng,195,Clinical Studies as Topic,31889182
1,Chunhua,Weng,195,Medical Subject Headings,31889182
1,Chunhua,Weng,195,"Peer Review, Research",31889182
1,Chunhua,Weng,195,PubMed,31889182
1,Chunhua,Weng,195,Algorithms,31866433
1,Chunhua,Weng,195,Electronic Health Records,31866433
1,Chunhua,Weng,195,Humans,31866433
1,Chunhua,Weng,195,Medical Informatics,31866433
1,Chunhua,Weng,195,Phenotype,31866433
1,Chunhua,Weng,195,Predictive Value of Tests,31866433
1,Chunhua,Weng,195,Datasets as Topic,31655273
1,Chunhua,Weng,195,Electronic Health Records,31655273
1,Chunhua,Weng,195,Humans,31655273
1,Chunhua,Weng,195,Natural Language Processing,31655273
1,Chunhua,Weng,195,Phenotype,31655273
1,Chunhua,Weng,195,Reproducibility of Results,31655273
1,Chunhua,Weng,195,Adult,31605180
1,Chunhua,Weng,195,Body Mass Index,31605180
1,Chunhua,Weng,195,Female,31605180
1,Chunhua,Weng,195,Humans,31605180
